#chromosome	start	end	coverage
CP000393.1	5903000	5904000	9.566
CP000393.1	5904000	5905000	11.378
CP000393.1	5905000	5906000	7.745
CP000393.1	5906000	5907000	1.945
CP000393.1	5907000	5908000	3.78
CP000393.1	5908000	5909000	0.402
CP000393.1	5909000	5910000	0.102
CP000393.1	5910000	5911000	0.291
CP000393.1	5911000	5912000	0.112
CP000393.1	5912000	5913000	0.114
CP000393.1	5913000	5914000	1.498
CP000393.1	5914000	5915000	0.066
CP000393.1	5915000	5916000	0.326
CP000393.1	5916000	5917000	1.205
CP000393.1	5917000	5918000	5.437
CP000393.1	5918000	5919000	48.963
CP000393.1	5919000	5920000	26.184
CP000393.1	5920000	5921000	223.136
CP000393.1	5921000	5922000	328.104
CP000393.1	5922000	5923000	174.336
CP000393.1	5923000	5924000	8.834
CP000393.1	5924000	5925000	8.419
CP000393.1	5925000	5926000	12.313
CP000393.1	5926000	5927000	10.615
CP000393.1	5927000	5928000	16.381
CP000393.1	5928000	5929000	20.025
CP000393.1	5929000	5930000	12.931
CP000393.1	5930000	5931000	18.443
CP000393.1	5931000	5932000	31.553
CP000393.1	5932000	5933000	64.72
CP000393.1	5933000	5934000	33.53
CP000393.1	5934000	5935000	8.505
CP000393.1	5935000	5936000	97.744
CP000393.1	5936000	5937000	12.857
CP000393.1	5937000	5938000	7.03
CP000393.1	5938000	5939000	0.867
CP000393.1	5939000	5940000	1.91
CP000393.1	5940000	5941000	4.564
CP000393.1	5941000	5942000	3.394
CP000393.1	5942000	5943000	19.19
CP000393.1	5943000	5944000	98.291
CP000393.1	5944000	5945000	106.493
CP000393.1	5945000	5946000	81.053
CP000393.1	5946000	5947000	126.415
CP000393.1	5947000	5948000	368.323
CP000393.1	5948000	5949000	267.137
CP000393.1	5949000	5950000	142.229
CP000393.1	5950000	5951000	180.468
CP000393.1	5951000	5952000	526.721
CP000393.1	5952000	5953000	3.986
CP000393.1	5953000	5954000	5.454
CP000393.1	5954000	5955000	8.363
CP000393.1	5955000	5956000	3.282
CP000393.1	5956000	5957000	3.317
CP000393.1	5957000	5958000	2.033
CP000393.1	5958000	5959000	1.854
CP000393.1	5959000	5960000	1.744
CP000393.1	5960000	5961000	0.987
CP000393.1	5961000	5962000	6.734
CP000393.1	5962000	5963000	1.124
CP000393.1	5963000	5964000	0.336
CP000393.1	5964000	5965000	10.642
CP000393.1	5965000	5966000	10.71
CP000393.1	5966000	5967000	22.576
CP000393.1	5967000	5968000	16.51
CP000393.1	5968000	5969000	3.445
CP000393.1	5969000	5970000	0.761
CP000393.1	5970000	5971000	0.097
CP000393.1	5971000	5972000	0.262
CP000393.1	5972000	5973000	2.658
CP000393.1	5973000	5974000	1.352
CP000393.1	5974000	5975000	69.449
CP000393.1	5975000	5976000	6.965
CP000393.1	5976000	5977000	13.527
CP000393.1	5977000	5978000	120.036
CP000393.1	5978000	5979000	32.513
CP000393.1	5979000	5980000	3.25
CP000393.1	5980000	5981000	5.322
CP000393.1	5981000	5982000	21.009
CP000393.1	5982000	5983000	18.329
CP000393.1	5983000	5984000	0.689
CP000393.1	5984000	5985000	4.875
CP000393.1	5985000	5986000	13.28
CP000393.1	5986000	5987000	0.0
CP000393.1	5987000	5988000	0.0
CP000393.1	5988000	5989000	0.63
CP000393.1	5989000	5990000	1.695
CP000393.1	5990000	5991000	3.973
CP000393.1	5991000	5992000	11.64
CP000393.1	5992000	5993000	1.086
CP000393.1	5993000	5994000	0.098
CP000393.1	5994000	5995000	0.181
CP000393.1	5995000	5996000	0.214
CP000393.1	5996000	5997000	0.037
CP000393.1	5997000	5998000	0.203
CP000393.1	5998000	5999000	5.459
CP000393.1	5999000	6000000	34.633
CP000393.1	6000000	6001000	26.675
CP000393.1	6001000	6002000	12.827
CP000393.1	6002000	6003000	6.183
CP000393.1	6003000	6004000	3.077
CP000393.1	6004000	6005000	8.11
CP000393.1	6005000	6006000	2.334
CP000393.1	6006000	6007000	4.362
CP000393.1	6007000	6008000	2.678
CP000393.1	6008000	6009000	6.32
CP000393.1	6009000	6010000	5.508
CP000393.1	6010000	6011000	26.085
CP000393.1	6011000	6012000	8.224
CP000393.1	6012000	6013000	9.857
CP000393.1	6013000	6014000	37.241
CP000393.1	6014000	6015000	46.479
CP000393.1	6015000	6016000	49.269
CP000393.1	6016000	6017000	17.323
CP000393.1	6017000	6018000	13.67
CP000393.1	6018000	6019000	36.238
CP000393.1	6019000	6020000	88.022
CP000393.1	6020000	6021000	170.347
CP000393.1	6021000	6022000	121.242
CP000393.1	6022000	6023000	30.544
CP000393.1	6023000	6024000	9.967
CP000393.1	6024000	6025000	38.63
CP000393.1	6025000	6026000	15.022
CP000393.1	6026000	6027000	24.164
CP000393.1	6027000	6028000	0.392
CP000393.1	6028000	6029000	2.557
CP000393.1	6029000	6030000	4.812
CP000393.1	6030000	6031000	3.218
CP000393.1	6031000	6032000	0.453
CP000393.1	6032000	6033000	1.132
CP000393.1	6033000	6034000	1.131
CP000393.1	6034000	6035000	7.69
CP000393.1	6035000	6036000	41.951
CP000393.1	6036000	6037000	28.336
CP000393.1	6037000	6038000	1.528
CP000393.1	6038000	6039000	2.247
CP000393.1	6039000	6040000	11.27
CP000393.1	6040000	6041000	19.743
CP000393.1	6041000	6042000	2.273
CP000393.1	6042000	6043000	2855.265
CP000393.1	6043000	6044000	17.001
CP000393.1	6044000	6045000	48.725
CP000393.1	6045000	6046000	39.758
CP000393.1	6046000	6047000	308.574
CP000393.1	6047000	6048000	434.201
CP000393.1	6048000	6049000	85.461
CP000393.1	6049000	6050000	39.313
CP000393.1	6050000	6051000	73.96
CP000393.1	6051000	6052000	135.533
CP000393.1	6052000	6053000	492.56
CP000393.1	6053000	6054000	113.306
CP000393.1	6054000	6055000	7.967
CP000393.1	6055000	6056000	2.929
CP000393.1	6056000	6057000	11.224
CP000393.1	6057000	6058000	3.152
CP000393.1	6058000	6059000	2.207
CP000393.1	6059000	6060000	3.085
CP000393.1	6060000	6061000	0.595
CP000393.1	6061000	6062000	1.168
CP000393.1	6062000	6063000	1.039
CP000393.1	6063000	6064000	2.095
CP000393.1	6064000	6065000	2.641
CP000393.1	6065000	6066000	6.346
CP000393.1	6066000	6067000	4.061
CP000393.1	6067000	6068000	80.321
CP000393.1	6068000	6069000	6.297
CP000393.1	6069000	6070000	41.321
CP000393.1	6070000	6071000	18.109
CP000393.1	6071000	6072000	27.941
CP000393.1	6072000	6073000	11.058
CP000393.1	6073000	6074000	6.888
CP000393.1	6074000	6075000	0.327
CP000393.1	6075000	6076000	1.166
CP000393.1	6076000	6077000	0.0
CP000393.1	6077000	6078000	0.155
CP000393.1	6078000	6079000	0.414
CP000393.1	6079000	6080000	0.0
CP000393.1	6080000	6081000	0.034
CP000393.1	6081000	6082000	0.189
CP000393.1	6082000	6083000	0.082
CP000393.1	6083000	6084000	0.0
CP000393.1	6084000	6085000	0.0
CP000393.1	6085000	6086000	3.175
CP000393.1	6086000	6087000	2.372
CP000393.1	6087000	6088000	4.536
CP000393.1	6088000	6089000	6.222
CP000393.1	6089000	6090000	3.783
CP000393.1	6090000	6091000	2.154
CP000393.1	6091000	6092000	0.124
CP000393.1	6092000	6093000	2.298
CP000393.1	6093000	6094000	22.549
CP000393.1	6094000	6095000	0.116
CP000393.1	6095000	6096000	0.047
CP000393.1	6096000	6097000	0.0
CP000393.1	6097000	6098000	0.614
CP000393.1	6098000	6099000	3.197
CP000393.1	6099000	6100000	0.685
CP000393.1	6100000	6101000	2.297
CP000393.1	6101000	6102000	0.945
CP000393.1	6102000	6103000	2.496
CP000393.1	6103000	6104000	1.796
CP000393.1	6104000	6105000	8.297
CP000393.1	6105000	6106000	14.796
CP000393.1	6106000	6107000	385.143
CP000393.1	6107000	6108000	278.631
CP000393.1	6108000	6109000	154.462
CP000393.1	6109000	6110000	3.865
CP000393.1	6110000	6111000	34.651
CP000393.1	6111000	6112000	20.915
CP000393.1	6112000	6113000	14.498
CP000393.1	6113000	6114000	4.83
CP000393.1	6114000	6115000	11.837
CP000393.1	6115000	6116000	11.074
CP000393.1	6116000	6117000	7.195
CP000393.1	6117000	6118000	30.902
CP000393.1	6118000	6119000	10.354
CP000393.1	6119000	6120000	6.783
CP000393.1	6120000	6121000	2.359
CP000393.1	6121000	6122000	11.443
CP000393.1	6122000	6123000	64.8
CP000393.1	6123000	6124000	39.75
CP000393.1	6124000	6125000	30.649
CP000393.1	6125000	6126000	20.089
CP000393.1	6126000	6127000	4.242
CP000393.1	6127000	6128000	0.199
CP000393.1	6128000	6129000	0.074
CP000393.1	6129000	6130000	0.088
CP000393.1	6130000	6131000	2.643
CP000393.1	6131000	6132000	2.688
CP000393.1	6132000	6133000	2.569
CP000393.1	6133000	6134000	6.069
CP000393.1	6134000	6135000	2.319
CP000393.1	6135000	6136000	34.866
CP000393.1	6136000	6137000	5.227
CP000393.1	6137000	6138000	13.68
CP000393.1	6138000	6139000	13.047
CP000393.1	6139000	6140000	21.141
CP000393.1	6140000	6141000	32.75
CP000393.1	6141000	6142000	20.63
CP000393.1	6142000	6143000	17.588
CP000393.1	6143000	6144000	19.598
CP000393.1	6144000	6145000	10.122
CP000393.1	6145000	6146000	29.339
CP000393.1	6146000	6147000	427.941
CP000393.1	6147000	6148000	87.33
CP000393.1	6148000	6149000	129.096
CP000393.1	6149000	6150000	239.548
CP000393.1	6150000	6151000	68.891
CP000393.1	6151000	6152000	62.943
CP000393.1	6152000	6153000	36.822
CP000393.1	6153000	6154000	43.186
CP000393.1	6154000	6155000	64.756
CP000393.1	6155000	6156000	19.603
CP000393.1	6156000	6157000	21.855
CP000393.1	6157000	6158000	6.925
CP000393.1	6158000	6159000	14.654
CP000393.1	6159000	6160000	38.111
CP000393.1	6160000	6161000	31.561
CP000393.1	6161000	6162000	33.44
CP000393.1	6162000	6163000	54.613
CP000393.1	6163000	6164000	15.828
CP000393.1	6164000	6165000	0.143
CP000393.1	6165000	6166000	1.101
CP000393.1	6166000	6167000	6.992
CP000393.1	6167000	6168000	6.849
CP000393.1	6168000	6169000	6.794
CP000393.1	6169000	6170000	23.287
CP000393.1	6170000	6171000	118.092
CP000393.1	6171000	6172000	6.587
CP000393.1	6172000	6173000	3.897
CP000393.1	6173000	6174000	5.368
CP000393.1	6174000	6175000	4.136
CP000393.1	6175000	6176000	17.19
CP000393.1	6176000	6177000	32.072
CP000393.1	6177000	6178000	58.444
CP000393.1	6178000	6179000	39.329
CP000393.1	6179000	6180000	59.111
CP000393.1	6180000	6181000	21.71
CP000393.1	6181000	6182000	23.185
CP000393.1	6182000	6183000	11.885
CP000393.1	6183000	6184000	13.441
CP000393.1	6184000	6185000	15.911
CP000393.1	6185000	6186000	10.999
CP000393.1	6186000	6187000	10.773
CP000393.1	6187000	6188000	33.171
CP000393.1	6188000	6189000	77.472
CP000393.1	6189000	6190000	68.374
CP000393.1	6190000	6191000	114.268
CP000393.1	6191000	6192000	28.929
CP000393.1	6192000	6193000	15.892
CP000393.1	6193000	6194000	1.336
CP000393.1	6194000	6195000	10.194
CP000393.1	6195000	6196000	18.511
CP000393.1	6196000	6197000	2.154
CP000393.1	6197000	6198000	6.156
CP000393.1	6198000	6199000	5.187
CP000393.1	6199000	6200000	3.605
CP000393.1	6200000	6201000	13.301
CP000393.1	6201000	6202000	164.555
CP000393.1	6202000	6203000	68.937
CP000393.1	6203000	6204000	62.536
CP000393.1	6204000	6205000	37.572
CP000393.1	6205000	6206000	8.871
CP000393.1	6206000	6207000	6.198
CP000393.1	6207000	6208000	9.068
CP000393.1	6208000	6209000	26.597
CP000393.1	6209000	6210000	58.365
CP000393.1	6210000	6211000	53.808
CP000393.1	6211000	6212000	64.267
CP000393.1	6212000	6213000	2.373
CP000393.1	6213000	6214000	0.0
CP000393.1	6214000	6215000	0.0
CP000393.1	6215000	6216000	0.331
CP000393.1	6216000	6217000	0.267
CP000393.1	6217000	6218000	14.929
CP000393.1	6218000	6219000	23.05
CP000393.1	6219000	6220000	25.646
CP000393.1	6220000	6221000	4.155
CP000393.1	6221000	6222000	9.455
CP000393.1	6222000	6223000	44.296
CP000393.1	6223000	6224000	55.328
CP000393.1	6224000	6225000	131.264
CP000393.1	6225000	6226000	282.927
CP000393.1	6226000	6227000	74.799
CP000393.1	6227000	6228000	60.221
CP000393.1	6228000	6229000	44.724
CP000393.1	6229000	6230000	10.873
CP000393.1	6230000	6231000	28.405
CP000393.1	6231000	6232000	23.342
CP000393.1	6232000	6233000	12.778
CP000393.1	6233000	6234000	45.086
CP000393.1	6234000	6235000	6.952
CP000393.1	6235000	6236000	1.064
CP000393.1	6236000	6237000	3.204
CP000393.1	6237000	6238000	43.935
CP000393.1	6238000	6239000	10.69
CP000393.1	6239000	6240000	8.694
CP000393.1	6240000	6241000	3.119
CP000393.1	6241000	6242000	0.572
CP000393.1	6242000	6243000	0.268
CP000393.1	6243000	6244000	2.038
CP000393.1	6244000	6245000	1.655
CP000393.1	6245000	6246000	1.307
CP000393.1	6246000	6247000	5.872
CP000393.1	6247000	6248000	1.235
CP000393.1	6248000	6249000	6.501
CP000393.1	6249000	6250000	13.988
CP000393.1	6250000	6251000	35.044
CP000393.1	6251000	6252000	144.638
CP000393.1	6252000	6253000	606.498
CP000393.1	6253000	6254000	11.93
CP000393.1	6254000	6255000	46.366
CP000393.1	6255000	6256000	41.994
CP000393.1	6256000	6257000	17.566
CP000393.1	6257000	6258000	38.706
CP000393.1	6258000	6259000	13.048
CP000393.1	6259000	6260000	6.251
CP000393.1	6260000	6261000	1.332
CP000393.1	6261000	6262000	5.121
CP000393.1	6262000	6263000	1.005
CP000393.1	6263000	6264000	1.221
CP000393.1	6264000	6265000	33.899
CP000393.1	6265000	6266000	242.729
CP000393.1	6266000	6267000	66.706
CP000393.1	6267000	6268000	43.432
CP000393.1	6268000	6269000	71.191
CP000393.1	6269000	6270000	94.75
CP000393.1	6270000	6271000	4.822
CP000393.1	6271000	6272000	1.209
CP000393.1	6272000	6273000	5.631
CP000393.1	6273000	6274000	54.697
CP000393.1	6274000	6275000	2.165
CP000393.1	6275000	6276000	0.682
CP000393.1	6276000	6277000	0.332
CP000393.1	6277000	6278000	0.074
CP000393.1	6278000	6279000	0.588
CP000393.1	6279000	6280000	4.541
CP000393.1	6280000	6281000	4.556
CP000393.1	6281000	6282000	4.213
CP000393.1	6282000	6283000	2.867
CP000393.1	6283000	6284000	4.769
CP000393.1	6284000	6285000	69.948
CP000393.1	6285000	6286000	33.313
CP000393.1	6286000	6287000	11.395
CP000393.1	6287000	6288000	3.505
CP000393.1	6288000	6289000	2.221
CP000393.1	6289000	6290000	2.701
CP000393.1	6290000	6291000	7.18
CP000393.1	6291000	6292000	9.162
CP000393.1	6292000	6293000	0.628
CP000393.1	6293000	6294000	57.668
CP000393.1	6294000	6295000	36.637
CP000393.1	6295000	6296000	11.85
CP000393.1	6296000	6297000	1.671
CP000393.1	6297000	6298000	0.259
CP000393.1	6298000	6299000	11.39
CP000393.1	6299000	6300000	32.924
CP000393.1	6300000	6301000	45.447
CP000393.1	6301000	6302000	53.576
CP000393.1	6302000	6303000	40.306
CP000393.1	6303000	6304000	16.291
CP000393.1	6304000	6305000	5.594
CP000393.1	6305000	6306000	5.851
CP000393.1	6306000	6307000	47.477
CP000393.1	6307000	6308000	27.179
CP000393.1	6308000	6309000	1.955
CP000393.1	6309000	6310000	2.913
CP000393.1	6310000	6311000	3.461
CP000393.1	6311000	6312000	24.611
CP000393.1	6312000	6313000	30.062
CP000393.1	6313000	6314000	17.356
CP000393.1	6314000	6315000	19.765
CP000393.1	6315000	6316000	19.755
CP000393.1	6316000	6317000	58.79
CP000393.1	6317000	6318000	11.834
CP000393.1	6318000	6319000	24.863
CP000393.1	6319000	6320000	11.66
CP000393.1	6320000	6321000	71.482
CP000393.1	6321000	6322000	1363.249
CP000393.1	6322000	6323000	832.712
CP000393.1	6323000	6324000	160.418
CP000393.1	6324000	6325000	20.642
CP000393.1	6325000	6326000	47.155
CP000393.1	6326000	6327000	28.6
CP000393.1	6327000	6328000	68.701
CP000393.1	6328000	6329000	77.397
CP000393.1	6329000	6330000	18.051
CP000393.1	6330000	6331000	54.824
CP000393.1	6331000	6332000	19.753
CP000393.1	6332000	6333000	8.932
CP000393.1	6333000	6334000	9.92
CP000393.1	6334000	6335000	22.189
CP000393.1	6335000	6336000	45.358
CP000393.1	6336000	6337000	87.613
CP000393.1	6337000	6338000	134.976
CP000393.1	6338000	6339000	14.012
CP000393.1	6339000	6340000	2.398
CP000393.1	6340000	6341000	9.424
CP000393.1	6341000	6342000	96.567
CP000393.1	6342000	6343000	153.153
CP000393.1	6343000	6344000	24.901
CP000393.1	6344000	6345000	5.74
CP000393.1	6345000	6346000	1.767
CP000393.1	6346000	6347000	1.341
CP000393.1	6347000	6348000	8.203
CP000393.1	6348000	6349000	10.162
CP000393.1	6349000	6350000	3.114
CP000393.1	6350000	6351000	68.774
CP000393.1	6351000	6352000	35.083
CP000393.1	6352000	6353000	24.173
CP000393.1	6353000	6354000	16.707
CP000393.1	6354000	6355000	21.679
CP000393.1	6355000	6356000	16.685
CP000393.1	6356000	6357000	14.841
CP000393.1	6357000	6358000	22.216
CP000393.1	6358000	6359000	15.584
CP000393.1	6359000	6360000	42.603
CP000393.1	6360000	6361000	23.624
CP000393.1	6361000	6362000	6.266
CP000393.1	6362000	6363000	11.306
CP000393.1	6363000	6364000	59.907
CP000393.1	6364000	6365000	62.605
CP000393.1	6365000	6366000	353.638
CP000393.1	6366000	6367000	64.622
CP000393.1	6367000	6368000	42.66
CP000393.1	6368000	6369000	58.93
CP000393.1	6369000	6370000	1.524
CP000393.1	6370000	6371000	30.944
CP000393.1	6371000	6372000	90.379
CP000393.1	6372000	6373000	95.184
CP000393.1	6373000	6374000	175.22
CP000393.1	6374000	6375000	172.831
CP000393.1	6375000	6376000	4.021
CP000393.1	6376000	6377000	0.067
CP000393.1	6377000	6378000	0.035
CP000393.1	6378000	6379000	0.043
CP000393.1	6379000	6380000	0.321
CP000393.1	6380000	6381000	0.0
CP000393.1	6381000	6382000	0.055
CP000393.1	6382000	6383000	0.0
CP000393.1	6383000	6384000	0.142
CP000393.1	6384000	6385000	0.0
CP000393.1	6385000	6386000	0.0
CP000393.1	6386000	6387000	0.0
CP000393.1	6387000	6388000	0.021
CP000393.1	6388000	6389000	0.0
CP000393.1	6389000	6390000	0.039
CP000393.1	6390000	6391000	0.633
CP000393.1	6391000	6392000	1.424
CP000393.1	6392000	6393000	32.54
CP000393.1	6393000	6394000	1.306
CP000393.1	6394000	6395000	1.612
CP000393.1	6395000	6396000	6.977
CP000393.1	6396000	6397000	0.273
CP000393.1	6397000	6398000	0.781
CP000393.1	6398000	6399000	2.076
CP000393.1	6399000	6400000	12.135
CP000393.1	6400000	6401000	21.427
CP000393.1	6401000	6402000	5.584
CP000393.1	6402000	6403000	9.302
CP000393.1	6403000	6404000	8.548
CP000393.1	6404000	6405000	14.149
CP000393.1	6405000	6406000	1.851
CP000393.1	6406000	6407000	0.867
CP000393.1	6407000	6408000	4.541
CP000393.1	6408000	6409000	6.571
CP000393.1	6409000	6410000	9190.971
CP000393.1	6410000	6411000	1347.788
CP000393.1	6411000	6412000	76.164
CP000393.1	6412000	6413000	7.763
CP000393.1	6413000	6414000	6.074
CP000393.1	6414000	6415000	1.856
CP000393.1	6415000	6416000	2.469
CP000393.1	6416000	6417000	4.623
CP000393.1	6417000	6418000	0.754
CP000393.1	6418000	6419000	0.172
CP000393.1	6419000	6420000	0.86
CP000393.1	6420000	6421000	5.145
CP000393.1	6421000	6422000	37.552
CP000393.1	6422000	6423000	31.356
CP000393.1	6423000	6424000	52.378
CP000393.1	6424000	6425000	50.539
CP000393.1	6425000	6426000	4.599
CP000393.1	6426000	6427000	4.113
CP000393.1	6427000	6428000	5.055
CP000393.1	6428000	6429000	3.742
CP000393.1	6429000	6430000	1.865
CP000393.1	6430000	6431000	4.661
CP000393.1	6431000	6432000	44.239
CP000393.1	6432000	6433000	54.935
CP000393.1	6433000	6434000	39.795
CP000393.1	6434000	6435000	16.124
CP000393.1	6435000	6436000	15.514
CP000393.1	6436000	6437000	57.638
CP000393.1	6437000	6438000	170.259
CP000393.1	6438000	6439000	223.475
CP000393.1	6439000	6440000	50.775
CP000393.1	6440000	6441000	2.754
CP000393.1	6441000	6442000	0.706
CP000393.1	6442000	6443000	4.271
CP000393.1	6443000	6444000	14.913
CP000393.1	6444000	6445000	2.871
CP000393.1	6445000	6446000	5.939
CP000393.1	6446000	6447000	17.111
CP000393.1	6447000	6448000	3.266
CP000393.1	6448000	6449000	9.178
CP000393.1	6449000	6450000	0.045
CP000393.1	6450000	6451000	0.0
CP000393.1	6451000	6452000	4.682
CP000393.1	6452000	6453000	7.426
CP000393.1	6453000	6454000	6.1
CP000393.1	6454000	6455000	1.977
CP000393.1	6455000	6456000	1.867
CP000393.1	6456000	6457000	0.32
CP000393.1	6457000	6458000	0.404
CP000393.1	6458000	6459000	0.262
CP000393.1	6459000	6460000	0.1
CP000393.1	6460000	6461000	0.545
CP000393.1	6461000	6462000	3.311
CP000393.1	6462000	6463000	4.982
CP000393.1	6463000	6464000	2.766
CP000393.1	6464000	6465000	11.047
CP000393.1	6465000	6466000	2.487
CP000393.1	6466000	6467000	4.379
CP000393.1	6467000	6468000	3.994
CP000393.1	6468000	6469000	13.958
CP000393.1	6469000	6470000	15.164
CP000393.1	6470000	6471000	21.909
CP000393.1	6471000	6472000	28.287
CP000393.1	6472000	6473000	19.002
CP000393.1	6473000	6474000	68.748
CP000393.1	6474000	6475000	45.379
CP000393.1	6475000	6476000	182.467
CP000393.1	6476000	6477000	114.782
CP000393.1	6477000	6478000	13.465
CP000393.1	6478000	6479000	4.075
CP000393.1	6479000	6480000	1.361
CP000393.1	6480000	6481000	0.868
CP000393.1	6481000	6482000	1.729
CP000393.1	6482000	6483000	1.428
CP000393.1	6483000	6484000	5.917
CP000393.1	6484000	6485000	18.32
CP000393.1	6485000	6486000	19.734
CP000393.1	6486000	6487000	37.906
CP000393.1	6487000	6488000	47.944
CP000393.1	6488000	6489000	21.212
CP000393.1	6489000	6490000	23.159
CP000393.1	6490000	6491000	26.257
CP000393.1	6491000	6492000	2.506
CP000393.1	6492000	6493000	0.0
CP000393.1	6493000	6494000	0.0
CP000393.1	6494000	6495000	0.451
CP000393.1	6495000	6496000	0.144
CP000393.1	6496000	6497000	0.167
CP000393.1	6497000	6498000	0.672
CP000393.1	6498000	6499000	1.351
CP000393.1	6499000	6500000	1.523
CP000393.1	6500000	6501000	3.58
CP000393.1	6501000	6502000	4.519
CP000393.1	6502000	6503000	0.481
CP000393.1	6503000	6504000	1.273
CP000393.1	6504000	6505000	2.761
CP000393.1	6505000	6506000	10.397
CP000393.1	6506000	6507000	33.975
CP000393.1	6507000	6508000	15.388
CP000393.1	6508000	6509000	9.839
CP000393.1	6509000	6510000	29.587
CP000393.1	6510000	6511000	9.743
CP000393.1	6511000	6512000	8.148
CP000393.1	6512000	6513000	8.675
CP000393.1	6513000	6514000	3.896
CP000393.1	6514000	6515000	23.577
CP000393.1	6515000	6516000	22.243
CP000393.1	6516000	6517000	1.774
CP000393.1	6517000	6518000	10.581
CP000393.1	6518000	6519000	15.71
CP000393.1	6519000	6520000	2.769
CP000393.1	6520000	6521000	5.536
CP000393.1	6521000	6522000	10.591
CP000393.1	6522000	6523000	12.188
CP000393.1	6523000	6524000	20.027
CP000393.1	6524000	6525000	5.503
CP000393.1	6525000	6526000	24.544
CP000393.1	6526000	6527000	20.217
CP000393.1	6527000	6528000	3.857
CP000393.1	6528000	6529000	1.096
CP000393.1	6529000	6530000	15.891
CP000393.1	6530000	6531000	35.826
CP000393.1	6531000	6532000	42.548
CP000393.1	6532000	6533000	11.817
CP000393.1	6533000	6534000	19.988
CP000393.1	6534000	6535000	36.306
CP000393.1	6535000	6536000	74.414
CP000393.1	6536000	6537000	2.384
CP000393.1	6537000	6538000	0.62
CP000393.1	6538000	6539000	0.531
CP000393.1	6539000	6540000	3.193
CP000393.1	6540000	6541000	0.0
CP000393.1	6541000	6542000	0.0
CP000393.1	6542000	6543000	0.0
CP000393.1	6543000	6544000	0.658
CP000393.1	6544000	6545000	3.094
CP000393.1	6545000	6546000	0.715
CP000393.1	6546000	6547000	0.48
CP000393.1	6547000	6548000	0.731
CP000393.1	6548000	6549000	1.806
CP000393.1	6549000	6550000	3.884
CP000393.1	6550000	6551000	1.757
CP000393.1	6551000	6552000	4.504
CP000393.1	6552000	6553000	9.433
CP000393.1	6553000	6554000	14.021
CP000393.1	6554000	6555000	15.033
CP000393.1	6555000	6556000	3.032
CP000393.1	6556000	6557000	0.349
CP000393.1	6557000	6558000	0.681
CP000393.1	6558000	6559000	0.103
CP000393.1	6559000	6560000	0.033
CP000393.1	6560000	6561000	0.0
CP000393.1	6561000	6562000	0.255
CP000393.1	6562000	6563000	6.373
CP000393.1	6563000	6564000	17.075
CP000393.1	6564000	6565000	1.078
CP000393.1	6565000	6566000	0.0
CP000393.1	6566000	6567000	1.102
CP000393.1	6567000	6568000	0.153
CP000393.1	6568000	6569000	0.484
CP000393.1	6569000	6570000	0.412
CP000393.1	6570000	6571000	0.3
CP000393.1	6571000	6572000	0.479
CP000393.1	6572000	6573000	0.0
CP000393.1	6573000	6574000	0.12
CP000393.1	6574000	6575000	1.727
CP000393.1	6575000	6576000	4.774
CP000393.1	6576000	6577000	0.193
CP000393.1	6577000	6578000	0.578
CP000393.1	6578000	6579000	0.37
CP000393.1	6579000	6580000	1.384
CP000393.1	6580000	6581000	0.414
CP000393.1	6581000	6582000	0.374
CP000393.1	6582000	6583000	0.243
CP000393.1	6583000	6584000	0.0
CP000393.1	6584000	6585000	0.003
CP000393.1	6585000	6586000	2.63
CP000393.1	6586000	6587000	3.397
CP000393.1	6587000	6588000	1.265
CP000393.1	6588000	6589000	1.637
CP000393.1	6589000	6590000	2.733
CP000393.1	6590000	6591000	3.407
CP000393.1	6591000	6592000	5.13
CP000393.1	6592000	6593000	3.668
CP000393.1	6593000	6594000	0.888
CP000393.1	6594000	6595000	6.892
CP000393.1	6595000	6596000	0.555
CP000393.1	6596000	6597000	3.42
CP000393.1	6597000	6598000	7.47
CP000393.1	6598000	6599000	3.027
CP000393.1	6599000	6600000	7.031
CP000393.1	6600000	6601000	2.258
CP000393.1	6601000	6602000	78.477
CP000393.1	6602000	6603000	59.3
CP000393.1	6603000	6604000	330.971
CP000393.1	6604000	6605000	37.788
CP000393.1	6605000	6606000	0.292
CP000393.1	6606000	6607000	0.796
CP000393.1	6607000	6608000	3.754
CP000393.1	6608000	6609000	21.318
CP000393.1	6609000	6610000	71.795
CP000393.1	6610000	6611000	33.091
CP000393.1	6611000	6612000	15.248
CP000393.1	6612000	6613000	7.331
CP000393.1	6613000	6614000	1.546
CP000393.1	6614000	6615000	4.519
CP000393.1	6615000	6616000	4.385
CP000393.1	6616000	6617000	8.108
CP000393.1	6617000	6618000	3.508
CP000393.1	6618000	6619000	13.247
CP000393.1	6619000	6620000	58.41
CP000393.1	6620000	6621000	75.199
CP000393.1	6621000	6622000	58.172
CP000393.1	6622000	6623000	13.907
CP000393.1	6623000	6624000	289.883
CP000393.1	6624000	6625000	6.819
CP000393.1	6625000	6626000	22.521
CP000393.1	6626000	6627000	24.257
CP000393.1	6627000	6628000	0.217
CP000393.1	6628000	6629000	0.522
CP000393.1	6629000	6630000	3.487
CP000393.1	6630000	6631000	13.438
CP000393.1	6631000	6632000	23.73
CP000393.1	6632000	6633000	26.715
CP000393.1	6633000	6634000	23.6
CP000393.1	6634000	6635000	3.024
CP000393.1	6635000	6636000	3.317
CP000393.1	6636000	6637000	1.422
CP000393.1	6637000	6638000	0.074
