Geneid	Chr	Start	End	Strand	Length	HFe_d5_rep1	HFe_d5_rep2	HFe_d5_rep3	LFe_d5_rep1	LFe_d5_rep2	MFe_d5_rep1	MFe_d5_rep2
Tery_4272	CP000393.1	6590117	6590695	-	579	16	27	22	12	25	27	14
Tery_4273	CP000393.1	6590705	6591190	-	486	15	41	27	20	31	21	19
Tery_4274	CP000393.1	6591183	6591434	-	252	14	41	27	9	27	23	9
Tery_4275	CP000393.1	6591534	6594539	-	3006	106	149	131	125	149	207	111
Tery_4276	CP000393.1	6594822	6598238	-	3417	143	311	210	135	191	384	161
Tery_4277	CP000393.1	6599255	6599377	+	123	0	0	0	0	1	0	1
Tery_4278	CP000393.1	6599355	6599810	+	456	0	4	1	6	6	5	0
Tery_4279	CP000393.1	6600206	6601207	-	1002	49	64	77	50	129	74	113
Tery_4280	CP000393.1	6601516	6602184	-	669	826	1640	1001	6403	14430	8256	4497
Tery_4281	CP000393.1	6602327	6602572	-	246	102	274	162	1540	2805	2269	979
Tery_4282	CP000393.1	6602856	6603398	+	543	7047	10717	10381	2224	2002	4236	2182
Tery_4284	CP000393.1	6605914	6606933	+	1020	73	92	61	64	120	102	66
Tery_4285	CP000393.1	6609186	6609947	-	762	533	995	852	590	1128	1039	713
Tery_4286	CP000393.1	6610445	6611059	-	615	135	262	250	153	283	369	178
Tery_4287	CP000393.1	6611458	6612774	-	1317	81	194	124	76	107	190	76
Tery_4288	CP000393.1	6613275	6613484	+	210	5	3	4	4	2	5	3
Tery_4289	CP000393.1	6613590	6613907	-	318	7	26	15	10	17	11	14
Tery_4290	CP000393.1	6614227	6614808	+	582	12	32	30	21	44	24	30
Tery_4291	CP000393.1	6615131	6615268	+	138	3	1	2	3	1	0	2
Tery_4292	CP000393.1	6615312	6615647	+	336	13	7	8	7	7	4	7
Tery_4293	CP000393.1	6615913	6616950	+	1038	0	2	1	0	0	3	1
Tery_4295	CP000393.1	6617530	6617901	-	372	4	20	20	10	18	16	6
Tery_4296	CP000393.1	6617951	6618361	-	411	0	0	0	0	0	0	0
Tery_4297	CP000393.1	6618469	6618783	-	315	0	0	0	0	0	0	0
Tery_4298	CP000393.1	6619684	6621075	-	1392	973	2146	1435	862	1565	2561	879
Tery_4299	CP000393.1	6621694	6623022	+	1329	132	268	188	151	233	272	132
Tery_4300	CP000393.1	6623422	6623607	-	186	1324	3175	2794	920	2258	2136	1427
Tery_4301	CP000393.1	6624979	6625515	+	537	98	170	147	97	190	148	112
Tery_4302	CP000393.1	6625846	6625968	+	123	2398	4136	4524	2613	6229	2658	4516
Tery_4303	CP000393.1	6626753	6630622	+	3870	386	523	486	485	586	759	402
Tery_4304	CP000393.1	6633517	6636105	-	2589	219	290	248	204	254	268	181
Tery_4305	CP000393.1	6636392	6637150	+	759	76	99	106	70	92	168	75
Tery_4306	CP000393.1	6637711	6637995	-	285	0	0	0	0	3	0	0
Tery_4307	CP000393.1	6640564	6641658	-	1095	31	65	39	27	44	35	22
Tery_4308	CP000393.1	6641688	6643400	-	1713	37	76	48	35	52	58	21
Tery_4309	CP000393.1	6644325	6644747	-	423	22	21	32	10	20	28	9
Tery_4310	CP000393.1	6644783	6645853	-	1071	35	52	42	20	44	34	18
Tery_4311	CP000393.1	6646719	6648005	-	1287	299	622	394	223	422	543	250
Tery_4312	CP000393.1	6650224	6650817	+	594	193	318	255	129	251	191	173
Tery_4313	CP000393.1	6650853	6652016	-	1164	1148	2065	1656	1305	2093	2422	1149
Tery_4314	CP000393.1	6652210	6652848	+	639	311	605	397	188	526	346	255
Tery_4315	CP000393.1	6653983	6655119	+	1137	224	454	318	199	339	348	219
Tery_4316	CP000393.1	6656389	6657726	+	1338	640	1297	1206	817	954	1637	954
Tery_4317	CP000393.1	6658354	6659658	+	1305	272	612	431	249	393	673	320
Tery_4318	CP000393.1	6660167	6660745	+	579	95	240	191	102	216	202	119
Tery_4319	CP000393.1	6661038	6661244	+	207	32	75	37	24	54	37	27
Tery_4320	CP000393.1	6662635	6662988	+	354	167	326	218	261	546	447	183
Tery_4322	CP000393.1	6665759	6666274	-	516	101	201	144	61	125	165	102
Tery_4323	CP000393.1	6666903	6667550	-	648	292	502	434	212	416	324	275
Tery_4325	CP000393.1	6668444	6668674	-	231	87	163	131	74	218	101	119
Tery_4326	CP000393.1	6669633	6669944	+	312	781	2263	2167	703	1195	3254	1162
Tery_4327	CP000393.1	6670078	6671712	+	1635	6611	17775	15667	6271	13732	21539	8573
Tery_4328	CP000393.1	6673177	6673482	+	306	145	318	297	128	202	349	195
Tery_4329	CP000393.1	6673602	6673958	+	357	737	1421	1110	476	1019	1060	761
Tery_4330	CP000393.1	6674749	6675789	+	1041	108	192	144	77	152	166	87
Tery_4332	CP000393.1	6677849	6678901	-	1053	26	50	51	23	43	55	62
Tery_4333	CP000393.1	6679384	6680361	-	978	131	167	190	121	189	148	100
Tery_4334	CP000393.1	6682093	6682311	+	219	151	168	167	56	140	119	112
Tery_4335	CP000393.1	6682448	6683443	-	996	2437	5434	5149	1895	3569	5197	2990
Tery_4336	CP000393.1	6683811	6684374	-	564	35	31	40	18	35	30	26
Tery_4337	CP000393.1	6685688	6687259	+	1572	342	736	636	270	385	863	398
Tery_4338	CP000393.1	6688073	6690226	-	2154	46	78	54	45	61	93	37
Tery_4339	CP000393.1	6691288	6691452	+	165	2	8	8	1	10	6	5
Tery_4340	CP000393.1	6691474	6691836	+	363	5	2	11	6	10	13	9
Tery_4341	CP000393.1	6692391	6692939	-	549	73	173	134	49	105	157	68
Tery_4342	CP000393.1	6693568	6694863	-	1296	112	158	128	100	118	222	86
Tery_4343	CP000393.1	6695990	6697543	+	1554	26	41	69	39	44	73	42
Tery_4344	CP000393.1	6697857	6698822	-	966	1741	2810	2359	1528	1566	2808	1167
Tery_4345	CP000393.1	6699295	6699570	+	276	2	7	7	0	7	4	5
Tery_4346	CP000393.1	6699593	6700990	-	1398	190	293	222	145	213	198	138
Tery_4347	CP000393.1	6702576	6702854	+	279	72	114	72	50	81	91	34
Tery_4348	CP000393.1	6703129	6704442	+	1314	2096	2910	2677	2589	3016	3844	1670
Tery_4349	CP000393.1	6704735	6705010	+	276	334	693	536	344	730	566	283
Tery_4350	CP000393.1	6705409	6706437	+	1029	338	479	444	218	504	356	284
Tery_4351	CP000393.1	6707507	6710155	-	2649	92	136	105	72	68	127	55
Tery_4352	CP000393.1	6710540	6711412	-	873	83	88	89	56	92	86	66
Tery_R0046	CP000393.1	6712130	6712246	-	117	5620	2347	9449	3509	4015	3705	7350
Tery_4353	CP000393.1	6712499	6712870	-	372	99	198	158	169	321	183	121
Tery_4354	CP000393.1	6713061	6713747	-	687	169	315	235	304	423	446	156
Tery_4355	CP000393.1	6713998	6715434	+	1437	235	412	374	984	1184	1707	318
Tery_4356	CP000393.1	6716014	6716829	+	816	74	183	116	307	471	385	85
Tery_4357	CP000393.1	6716835	6718196	+	1362	92	185	138	333	532	335	103
Tery_4358	CP000393.1	6718583	6719845	+	1263	319	724	529	505	887	980	339
Tery_4359	CP000393.1	6720751	6721128	+	378	27	58	35	15	50	43	32
Tery_4360	CP000393.1	6721501	6721986	-	486	77	142	134	68	114	87	48
Tery_4361	CP000393.1	6722822	6723061	+	240	4	7	7	8	12	7	7
Tery_4362	CP000393.1	6723030	6725207	-	2178	107	185	163	109	155	159	112
Tery_4363	CP000393.1	6725215	6726819	-	1605	83	141	129	86	185	98	90
Tery_4364	CP000393.1	6726973	6727329	-	357	16	40	23	11	18	23	20
Tery_4365	CP000393.1	6727533	6728279	+	747	139	264	156	116	145	237	94
Tery_4366	CP000393.1	6728535	6730526	+	1992	185	255	175	154	215	284	135
Tery_4367	CP000393.1	6731613	6732389	-	777	3806	8598	7463	4813	7861	11350	5158
Tery_4368	CP000393.1	6735476	6736471	+	996	125	157	234	77	124	108	95
Tery_4369	CP000393.1	6736987	6737511	+	525	58	143	91	31	73	99	45
Tery_4370	CP000393.1	6738117	6738773	+	657	326	667	587	542	1095	567	438
Tery_4371	CP000393.1	6739030	6739482	+	453	278	451	363	353	559	495	271
Tery_4372	CP000393.1	6740260	6740658	-	399	193	376	295	224	469	277	172
Tery_4373	CP000393.1	6740979	6741560	+	582	500	871	744	410	712	562	384
Tery_4375	CP000393.1	6743091	6743648	-	558	370	839	730	334	747	671	402
Tery_4376	CP000393.1	6743830	6744918	-	1089	883	1523	1192	685	1259	1271	801
Tery_4377	CP000393.1	6745056	6745637	-	582	314	469	425	269	354	581	271
Tery_4379	CP000393.1	6746543	6746992	-	450	242	557	427	217	409	468	260
Tery_4380	CP000393.1	6747162	6748454	-	1293	579	1201	942	475	868	1039	586
Tery_4381	CP000393.1	6749103	6750278	-	1176	844	1415	1286	790	1430	1189	863
Tery_4383	CP000393.1	6751330	6751620	+	291	13	16	11	11	11	17	12
Tery_4384	CP000393.1	6752481	6753428	+	948	454	822	703	328	656	845	502
Tery_4385	CP000393.1	6753937	6756696	+	2760	351	698	541	329	464	722	380
Tery_4386	CP000393.1	6757422	6758327	+	906	136	273	210	89	172	205	113
Tery_4387	CP000393.1	6758620	6759363	-	744	770	1784	1421	462	1137	1237	841
Tery_4388	CP000393.1	6759682	6760485	-	804	753	1340	1054	534	845	1305	571
Tery_4389	CP000393.1	6761182	6762732	+	1551	2358	5413	4649	3546	5120	8295	3706
Tery_4391	CP000393.1	6763550	6764887	-	1338	277	571	449	359	450	549	314
Tery_4392	CP000393.1	6765304	6766785	-	1482	341	478	321	184	225	501	216
Tery_4393	CP000393.1	6767366	6769438	+	2073	239	388	339	223	423	354	239
Tery_4394	CP000393.1	6769455	6772010	-	2556	193	349	302	180	337	295	226
Tery_4395	CP000393.1	6773251	6774537	+	1287	1539	3659	2910	1154	1536	3506	2028
Tery_4396	CP000393.1	6774620	6774793	+	174	295	631	542	168	426	280	255
Tery_4397	CP000393.1	6775860	6776873	+	1014	456	636	605	247	447	476	311
Tery_4398	CP000393.1	6777124	6777501	+	378	83	158	119	51	142	91	63
Tery_4399	CP000393.1	6777731	6778714	-	984	370	687	520	352	620	484	373
Tery_4400	CP000393.1	6779582	6780403	+	822	940	2102	1568	798	1596	1463	1003
Tery_4401	CP000393.1	6781139	6781432	-	294	69	115	97	64	110	99	46
Tery_4402	CP000393.1	6781672	6783426	+	1755	241	453	320	181	316	368	216
Tery_4403	CP000393.1	6784360	6785442	+	1083	590	1192	1078	556	939	1475	785
Tery_4404	CP000393.1	6787016	6787294	+	279	372	622	651	213	555	294	386
Tery_4405	CP000393.1	6787978	6788220	+	243	63	119	82	35	81	72	48
Tery_4406	CP000393.1	6788229	6788843	+	615	97	153	141	45	101	89	69
Tery_4407	CP000393.1	6789847	6790281	-	435	754	1639	1347	464	1310	902	828
Tery_4408	CP000393.1	6790587	6790922	-	336	13292	35893	26414	8940	21496	26620	16212
Tery_4409	CP000393.1	6791096	6791482	-	387	2215	8812	6391	1787	5201	4563	3349
Tery_4410	CP000393.1	6791736	6793166	-	1431	18235	53547	48152	14284	25865	50402	27237
Tery_4411	CP000393.1	6795230	6797050	+	1821	242	339	271	232	397	279	191
Tery_4412	CP000393.1	6797474	6799246	-	1773	173	229	214	150	306	193	173
Tery_4413	CP000393.1	6799736	6800050	+	315	0	0	0	0	0	0	0
Tery_4414	CP000393.1	6800158	6800568	+	411	0	0	0	0	0	0	0
Tery_4415	CP000393.1	6800825	6801370	-	546	13	16	23	12	19	30	19
Tery_4416	CP000393.1	6801445	6802677	+	1233	216	410	273	312	370	471	185
Tery_4417	CP000393.1	6804305	6804664	+	360	40	67	33	25	33	53	25
Tery_4418	CP000393.1	6805225	6808089	+	2865	87	153	143	90	131	110	115
Tery_4419	CP000393.1	6808958	6811726	+	2769	646	661	683	1037	847	825	405
Tery_4420	CP000393.1	6811774	6814512	+	2739	18	26	34	38	41	23	26
Tery_4421	CP000393.1	6815319	6816425	+	1107	190	337	333	171	252	342	233
Tery_4422	CP000393.1	6816642	6817727	+	1086	113	190	193	92	215	139	149
Tery_4423	CP000393.1	6818479	6819270	-	792	251	472	363	211	415	279	171
Tery_4424	CP000393.1	6819987	6820193	-	207	198	318	275	180	359	178	156
Tery_4425	CP000393.1	6820627	6821148	-	522	278	598	540	136	381	350	202
Tery_4426	CP000393.1	6821260	6822414	-	1155	854	1346	1175	478	638	1142	546
Tery_4427	CP000393.1	6823866	6824747	-	882	101	150	111	96	173	153	84
Tery_4429	CP000393.1	6826231	6827475	+	1245	182	239	146	150	161	243	103
Tery_4430	CP000393.1	6827730	6829058	-	1329	103	174	125	102	133	221	95
Tery_4431	CP000393.1	6829501	6831891	+	2391	114	157	102	102	114	153	65
Tery_4432	CP000393.1	6832027	6832482	+	456	22	35	27	12	40	19	25
Tery_4433	CP000393.1	6832866	6836132	+	3267	551	885	669	497	628	1071	465
Tery_4434	CP000393.1	6836138	6836815	+	678	35	66	46	35	55	72	35
Tery_4435	CP000393.1	6836852	6837598	+	747	96	152	147	54	93	165	75
Tery_4436	CP000393.1	6837740	6838732	+	993	104	217	197	53	133	162	95
Tery_4437	CP000393.1	6839236	6842421	-	3186	40	27	29	23	26	21	23
Tery_4438	CP000393.1	6842683	6843093	-	411	0	0	0	1	0	0	0
Tery_4439	CP000393.1	6843201	6843515	-	315	0	0	0	0	0	0	0
Tery_4440	CP000393.1	6843590	6844792	+	1203	33	43	28	26	33	29	38
Tery_4441	CP000393.1	6844980	6845864	-	885	564	1429	1291	417	969	1201	797
Tery_4442	CP000393.1	6846113	6847903	-	1791	1516	2860	2238	1765	2523	3783	1517
Tery_4443	CP000393.1	6848691	6849113	+	423	205	450	274	186	392	291	155
Tery_4444	CP000393.1	6849681	6850010	+	330	255	317	530	180	448	263	504
Tery_4445	CP000393.1	6850348	6851202	+	855	151	187	179	130	160	124	79
Tery_4446	CP000393.1	6851335	6852024	+	690	103	147	150	63	87	111	109
Tery_4447	CP000393.1	6852048	6857684	-	5637	535	595	506	311	440	443	264
Tery_4448	CP000393.1	6858460	6859245	+	786	223	486	359	171	407	369	252
Tery_4449	CP000393.1	6859545	6860168	+	624	337	541	445	288	481	380	260
Tery_4450	CP000393.1	6860457	6860780	-	324	1711	3162	2414	1232	2921	2194	1445
Tery_4451	CP000393.1	6861233	6861625	-	393	15	32	37	15	26	32	15
Tery_4452	CP000393.1	6861868	6862968	+	1101	81	140	92	76	128	86	61
Tery_4453	CP000393.1	6863318	6863929	+	612	7	5	17	5	9	13	5
Tery_4454	CP000393.1	6864151	6866904	+	2754	49	60	65	40	68	75	34
Tery_4455	CP000393.1	6867812	6868915	+	1104	40	93	82	20	58	82	47
Tery_4456	CP000393.1	6869160	6870812	+	1653	107	195	139	73	117	203	76
Tery_4457	CP000393.1	6871127	6871543	+	417	58	90	77	20	52	97	35
Tery_4458	CP000393.1	6872163	6873455	+	1293	83	144	130	61	94	116	79
Tery_4459	CP000393.1	6873870	6874376	-	507	50	80	84	30	47	119	47
Tery_4460	CP000393.1	6874976	6878719	+	3744	307	381	560	224	382	269	311
Tery_4461	CP000393.1	6879044	6879727	-	684	228	426	343	119	163	387	200
Tery_4462	CP000393.1	6880579	6882291	+	1713	297	524	414	246	331	449	222
Tery_4463	CP000393.1	6882818	6883072	+	255	19	27	22	16	44	31	28
Tery_4464	CP000393.1	6883492	6885699	+	2208	366	662	615	308	672	515	404
Tery_4465	CP000393.1	6886447	6888165	+	1719	5813	13634	13237	7440	14701	15847	9050
Tery_4466	CP000393.1	6889357	6890832	+	1476	5282	12106	10852	5556	10179	13950	7003
Tery_4467	CP000393.1	6891114	6893210	-	2097	2342	3705	3831	2171	4537	2169	2048
Tery_4468	CP000393.1	6893345	6893734	-	390	79	214	137	82	209	148	91
Tery_4469	CP000393.1	6894705	6895391	-	687	715	1593	1139	592	1220	1526	802
Tery_4470	CP000393.1	6895590	6896672	+	1083	513	850	690	589	1068	752	482
Tery_4471	CP000393.1	6897392	6900367	-	2976	96	112	89	135	166	131	66
Tery_4472	CP000393.1	6902230	6903477	-	1248	137	196	160	133	204	182	136
Tery_4473	CP000393.1	6903599	6905632	-	2034	29	67	44	29	40	108	31
Tery_4474	CP000393.1	6906691	6907881	-	1191	53	77	55	57	88	71	27
Tery_4475	CP000393.1	6908611	6909648	+	1038	3	7	12	8	13	9	4
Tery_4476	CP000393.1	6909831	6910340	+	510	116	201	164	105	179	209	123
Tery_4477	CP000393.1	6910533	6911999	+	1467	1414	3490	2799	1269	2402	2882	1668
Tery_4478	CP000393.1	6912651	6913448	+	798	1464	3397	2645	1223	3155	1510	1587
Tery_4479	CP000393.1	6913662	6914867	+	1206	1860	3268	2416	1675	2304	3243	1567
Tery_4480	CP000393.1	6916216	6916869	-	654	1055	1350	1101	707	1233	878	641
Tery_4481	CP000393.1	6918044	6920203	+	2160	1418	2006	1421	982	1523	1919	910
Tery_4482	CP000393.1	6921042	6922430	+	1389	656	1273	1018	655	1240	927	688
Tery_4484	CP000393.1	6923709	6924449	-	741	314	402	511	244	565	310	389
Tery_4485	CP000393.1	6925633	6925752	-	120	1592	3370	1995	1316	2513	2314	1236
Tery_4486	CP000393.1	6926028	6926552	-	525	151	244	198	158	273	214	116
Tery_4487	CP000393.1	6926796	6927317	+	522	132	240	213	127	229	282	138
Tery_4488	CP000393.1	6927382	6927819	+	438	143	331	262	105	319	220	154
Tery_4489	CP000393.1	6928026	6928343	+	318	111	298	202	111	186	334	134
Tery_4490	CP000393.1	6928469	6929314	+	846	256	477	414	246	447	500	242
Tery_4491	CP000393.1	6929873	6930574	+	702	52	134	104	89	139	158	73
Tery_4492	CP000393.1	6931402	6932475	+	1074	1264	2740	2242	1165	2220	2528	1491
Tery_4493	CP000393.1	6932847	6933644	-	798	78	125	130	59	124	173	81
Tery_4494	CP000393.1	6934269	6934592	-	324	529	1155	809	456	1027	601	433
Tery_4495	CP000393.1	6934592	6934828	-	237	208	262	263	177	245	407	184
Tery_R0047	CP000393.1	6935042	6935125	+	84	509	332	705	553	711	345	1117
Tery_4496	CP000393.1	6935301	6936476	-	1176	36	64	45	35	48	82	42
Tery_4497	CP000393.1	6936648	6940316	+	3669	800	782	533	1022	1105	822	438
Tery_4498	CP000393.1	6940571	6944248	+	3678	360	421	247	611	576	430	195
Tery_4499	CP000393.1	6944946	6946148	-	1203	15	10	14	13	12	10	6
Tery_4500	CP000393.1	6946280	6947062	+	783	433	958	566	411	841	507	400
Tery_4501	CP000393.1	6947456	6947698	+	243	119	259	224	79	208	110	142
Tery_4502	CP000393.1	6948444	6948929	-	486	135	307	233	143	289	226	174
Tery_4503	CP000393.1	6949035	6949877	+	843	2638	5943	4478	1460	2359	5054	2402
Tery_4504	CP000393.1	6950596	6950904	-	309	196	297	194	157	291	302	153
Tery_4505	CP000393.1	6951779	6954697	-	2919	1227	1775	1463	1045	1684	1659	1014
Tery_4506	CP000393.1	6955395	6955958	-	564	79	177	162	80	173	140	108
Tery_4507	CP000393.1	6956263	6957633	-	1371	158	328	231	149	260	348	178
Tery_4509	CP000393.1	6958498	6960591	-	2094	2938	5949	5197	2861	4610	7943	3694
Tery_4510	CP000393.1	6962273	6962434	+	162	22	20	19	13	25	8	14
Tery_4511	CP000393.1	6962470	6963432	+	963	1351	3037	2309	1449	2450	3356	1356
Tery_4512	CP000393.1	6964049	6964318	-	270	33	60	62	25	60	37	39
Tery_4513	CP000393.1	6964326	6964580	-	255	110	276	282	107	290	183	207
Tery_4514	CP000393.1	6965009	6965869	-	861	183	347	237	152	220	349	175
Tery_4515	CP000393.1	6965887	6967656	-	1770	507	662	514	573	561	709	421
Tery_4516	CP000393.1	6968568	6970028	+	1461	180	337	343	78	203	192	211
Tery_4518	CP000393.1	6972389	6973681	-	1293	325	605	616	353	576	770	331
Tery_4520	CP000393.1	6975491	6975766	-	276	32	66	36	19	43	34	28
Tery_4522	CP000393.1	6977513	6978733	-	1221	1401	2980	2353	1270	2442	2494	1451
Tery_4524	CP000393.1	6980791	6981576	-	786	673	1220	1689	769	1858	889	1568
Tery_4525	CP000393.1	6982398	6983411	+	1014	185	280	239	141	301	266	121
Tery_4526	CP000393.1	6983421	6984437	+	1017	148	275	256	122	255	189	171
Tery_4528	CP000393.1	6985955	6986332	-	378	11	13	11	5	28	12	9
Tery_4529	CP000393.1	6986412	6989426	-	3015	82	126	73	106	106	141	54
Tery_4530	CP000393.1	6990560	6991048	+	489	16	16	19	7	12	13	18
Tery_4531	CP000393.1	6991144	6991365	-	222	283	635	488	297	626	425	298
Tery_4532	CP000393.1	6991777	6992673	-	897	1527	2549	2607	1372	2400	2380	1651
Tery_4533	CP000393.1	6994503	6995267	-	765	317	560	474	285	566	463	278
Tery_4534	CP000393.1	6995363	6996010	-	648	279	409	392	199	434	255	224
Tery_4535	CP000393.1	6997007	6998191	-	1185	2533	4028	3774	1857	3848	2850	2215
Tery_4536	CP000393.1	6998234	6998722	-	489	1765	3096	2100	1500	2647	2899	1499
Tery_4537	CP000393.1	7000589	7001437	-	849	427	640	527	589	744	1037	446
Tery_4538	CP000393.1	7002260	7003756	-	1497	162	382	304	150	254	348	161
Tery_4539	CP000393.1	7005014	7005349	+	336	391	1017	853	384	713	1211	522
Tery_4540	CP000393.1	7005578	7005775	+	198	1088	2467	1981	758	1681	2003	1156
Tery_4541	CP000393.1	7006544	7006723	+	180	0	0	0	0	0	0	0
Tery_4542	CP000393.1	7007136	7007270	+	135	7	5	9	6	5	5	1
Tery_4543	CP000393.1	7007538	7008296	+	759	19	46	53	19	34	29	29
Tery_4544	CP000393.1	7008858	7008989	+	132	1	4	4	0	0	1	0
Tery_4545	CP000393.1	7009369	7009728	-	360	0	0	0	0	0	0	0
Tery_4546	CP000393.1	7010045	7010278	-	234	0	0	0	0	1	0	0
Tery_4548	CP000393.1	7011020	7011706	+	687	1	2	1	0	0	0	0
Tery_4549	CP000393.1	7011666	7011896	-	231	0	0	3	0	0	1	1
Tery_4550	CP000393.1	7012199	7013062	-	864	13	7	12	6	9	8	7
Tery_4554	CP000393.1	7016956	7017150	-	195	0	0	0	0	0	0	0
Tery_4555	CP000393.1	7017385	7018134	-	750	1	2	0	0	0	3	1
Tery_4556	CP000393.1	7018535	7018768	-	234	0	0	0	0	0	0	0
Tery_4557	CP000393.1	7018843	7018986	-	144	0	0	0	0	0	0	0
Tery_4558	CP000393.1	7019483	7020034	+	552	1	0	1	0	1	0	0
Tery_4559	CP000393.1	7020366	7020560	+	195	0	0	0	0	0	0	0
Tery_4560	CP000393.1	7021202	7021354	-	153	3	0	1	4	1	2	0
Tery_4561	CP000393.1	7021364	7021705	-	342	1	0	2	0	1	1	1
Tery_4562	CP000393.1	7021784	7021990	-	207	0	3	4	0	2	1	1
Tery_4563	CP000393.1	7022198	7022674	-	477	0	2	0	0	0	0	0
Tery_4564	CP000393.1	7022661	7022981	-	321	0	0	0	0	0	0	0
Tery_4565	CP000393.1	7023426	7024040	+	615	0	2	4	2	2	4	0
Tery_4566	CP000393.1	7024323	7025330	-	1008	162	309	287	153	328	170	180
Tery_4567	CP000393.1	7025685	7026989	-	1305	247	448	340	307	464	666	273
Tery_4568	CP000393.1	7027790	7028110	-	321	15	32	34	15	40	27	9
Tery_4569	CP000393.1	7028526	7029737	-	1212	169	203	200	151	263	256	116
Tery_4570	CP000393.1	7030421	7031815	-	1395	71	160	127	97	133	121	78
Tery_4571	CP000393.1	7031877	7032635	+	759	566	1557	1197	589	850	1893	797
Tery_4572	CP000393.1	7033113	7036100	+	2988	122	185	191	105	147	155	111
Tery_4573	CP000393.1	7037039	7037899	-	861	110	211	159	96	164	168	103
Tery_4574	CP000393.1	7037993	7039072	+	1080	27	49	37	20	29	54	19
Tery_4575	CP000393.1	7039862	7040296	-	435	17	30	27	9	25	23	18
Tery_4576	CP000393.1	7040951	7041754	-	804	33	41	65	18	43	44	27
Tery_4577	CP000393.1	7042100	7043542	+	1443	31	66	67	23	63	74	43
Tery_4578	CP000393.1	7043863	7044303	+	441	27	43	43	14	23	14	30
Tery_4579	CP000393.1	7044737	7045030	-	294	417	1314	986	398	1104	727	755
Tery_4580	CP000393.1	7045073	7045621	-	549	115	364	279	141	208	491	204
Tery_4581	CP000393.1	7046404	7046562	-	159	5	11	4	3	7	2	5
Tery_4582	CP000393.1	7047902	7048252	-	351	26	39	44	16	21	50	27
Tery_4583	CP000393.1	7048898	7049746	+	849	40	104	103	39	71	74	55
Tery_4584	CP000393.1	7050474	7051247	-	774	163	280	261	108	213	296	174
Tery_4585	CP000393.1	7051997	7054231	-	2235	321	540	434	334	598	561	356
Tery_4586	CP000393.1	7054347	7055096	-	750	877	1831	1543	797	1464	1596	946
Tery_4587	CP000393.1	7056295	7056792	+	498	96	176	133	93	174	175	78
Tery_4588	CP000393.1	7057924	7058847	-	924	559	1029	864	649	1136	870	672
Tery_4589	CP000393.1	7058865	7059953	-	1089	715	1509	1006	715	1379	1356	851
Tery_4590	CP000393.1	7060053	7061093	-	1041	743	1779	1229	678	990	1867	933
Tery_4591	CP000393.1	7062580	7063164	+	585	334	620	547	258	614	444	400
Tery_4592	CP000393.1	7063624	7064181	-	558	239	465	303	195	464	305	207
Tery_4593	CP000393.1	7064571	7065665	-	1095	3047	7667	6170	2968	4710	8194	3873
Tery_4594	CP000393.1	7066918	7068804	+	1887	1820	2980	2806	2310	3839	4518	2302
Tery_4595	CP000393.1	7069101	7069475	-	375	9	17	31	13	16	12	7
Tery_4596	CP000393.1	7069463	7069717	-	255	3	17	8	6	4	7	10
Tery_4597	CP000393.1	7069729	7070079	-	351	6	7	13	7	5	1	5
Tery_4598	CP000393.1	7070386	7071636	-	1251	43	82	69	38	61	60	51
Tery_4599	CP000393.1	7072002	7073312	+	1311	232	502	390	199	328	520	284
Tery_4601	CP000393.1	7078761	7079630	+	870	52	106	83	49	68	87	61
Tery_4602	CP000393.1	7079991	7080179	+	189	1215	2993	1992	844	2220	2201	1132
Tery_4603	CP000393.1	7080766	7081446	+	681	206	382	367	166	315	276	232
Tery_4604	CP000393.1	7082009	7082875	+	867	253	450	456	242	445	374	280
Tery_4605	CP000393.1	7082862	7084250	+	1389	383	573	473	352	521	719	300
Tery_4606	CP000393.1	7084547	7084669	-	123	53	65	87	25	66	83	79
Tery_4608	CP000393.1	7085314	7086315	-	1002	1254	1884	1809	964	1473	2124	1181
Tery_4609	CP000393.1	7086641	7087372	-	732	64	103	90	40	67	83	64
Tery_4610	CP000393.1	7087590	7087889	-	300	105	215	157	73	147	109	88
Tery_4611	CP000393.1	7088372	7089187	-	816	262	437	295	183	181	512	222
Tery_4612	CP000393.1	7089184	7089957	-	774	77	191	140	53	96	155	96
Tery_4613	CP000393.1	7089972	7091165	-	1194	45	94	182	58	141	70	100
Tery_4615	CP000393.1	7093356	7094504	+	1149	643	1292	947	511	1102	926	578
Tery_4616	CP000393.1	7095389	7096027	-	639	4179	8408	7542	5781	11636	8878	4754
Tery_4617	CP000393.1	7096147	7097130	-	984	1452	3349	2535	2640	6452	3500	1959
Tery_4618	CP000393.1	7097893	7098228	-	336	77	154	105	48	114	111	72
Tery_4619	CP000393.1	7098413	7098913	-	501	69	167	121	74	136	80	57
Tery_4620	CP000393.1	7099417	7100196	-	780	135	294	258	111	250	194	159
Tery_4621	CP000393.1	7100809	7101771	-	963	435	843	711	247	436	768	449
Tery_4623	CP000393.1	7103138	7103908	+	771	124	206	224	78	160	176	163
Tery_4624	CP000393.1	7104047	7107124	+	3078	115	216	166	93	158	245	182
Tery_4625	CP000393.1	7107744	7112276	+	4533	194	297	318	156	213	186	205
Tery_4626	CP000393.1	7112497	7113855	-	1359	25	41	18	27	21	47	14
Tery_4627	CP000393.1	7114738	7115364	+	627	19	59	28	22	32	27	11
Tery_4628	CP000393.1	7115786	7116241	-	456	63	142	117	55	124	130	87
